query_id,tipo,query,relevant_source_ids,latencia_ms,rr,precision@1,recall_articulo@1,ndcg@1,precision@3,recall_articulo@3,ndcg@3,precision@5,recall_articulo@5,ndcg@5,precision@10,recall_articulo@10,ndcg@10
q34,lexica,lematización de palabras a su forma base,lematizacion,13.433,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.46927872602275644,0.4,1.0,0.6713860725233041,0.3,1.0,0.8278123145308894
q35,lexica,etiquetado gramatical de las partes de la oración,etiquetado_gramatical,14.297,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.23463936301137822,0.2,1.0,0.16958010263680806,0.1,1.0,0.12647135138382856
q36,lexica,minería de textos para extraer información,mineria_textos,13.545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8643145546088337
q37,lexica,propagación hacia atrás para entrenar redes neuronales,retropropagacion,12.665,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.14606834984270645,0.2,1.0,0.1584091525685025
q38,lexica,máquina de vectores de soporte,svm,11.614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.7227265726449519,0.4,1.0,0.5473983622993502
q39,lexica,modelo oculto de Márkov,hmm,12.124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8687949224876582,0.5,1.0,0.6371523797895856
q40,lexica,lingüística computacional,linguistica_computacional,11.521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8539316501572937,0.7,1.0,0.7753366239771086
q41,semantica,reducir una palabra a su raíz recortando los sufijos,stemming,12.951,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.3065735963827292,0.2,1.0,0.3065735963827292,0.1,1.0,0.3065735963827292
q42,semantica,palabras muy frecuentes que se descartan al construir el índice,palabra_vacia,13.069,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.23719771276929622,0.1,1.0,0.23719771276929622
q43,semantica,clasificador probabilístico que supone independencia entre los atributos,naive_bayes,12.116,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.7039180890341347,0.8,1.0,0.7860137352654724,0.7,1.0,0.716485063693381
q44,semantica,agrupar datos sin etiquetas en conjuntos de elementos parecidos,analisis_grupos,15.071,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.7653606369886217,0.8,1.0,0.830419897363192,0.9,1.0,0.8899541168509599
q45,semantica,convertir la voz hablada en texto escrito automáticamente,reconocimiento_habla,17.244,0.5,0.0,0.0,0.0,0.3333333333333333,1.0,0.2960819109658652,0.4,1.0,0.34519134224686937,0.3,1.0,0.30240383049385083
q46,semantica,medida de la incertidumbre o cantidad de información de una fuente,entropia,17.406,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.7653606369886217,0.6,1.0,0.6843515475204855,0.3,1.0,0.4440973278132557
q47,semantica,red neuronal que procesa secuencias recordando estados anteriores,red_neuronal_recurrente,14.779,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.14606834984270645,0.2,1.0,0.21779548001177884
q48,dificil,representar documentos como vectores para calcular su relevancia,modelo_espacio_vectorial|tfidf,12.562,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.6,0.5,0.7151857987862356
q49,dificil,redes neuronales profundas con muchas capas ocultas,aprendizaje_profundo|perceptron_multicapa|red_neuronal,13.496,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.7039180890341347,0.6,0.6666666666666666,0.6548086577531307,0.8,0.6666666666666666,0.7759944384848244
q50,dificil,modelos de lenguaje basados en la arquitectura transformador como BERT,bert|transformador,16.287,0.5,0.0,0.0,0.0,0.6666666666666666,0.5,0.5307212739772434,0.6,0.5,0.5147714448836774,0.3,0.5,0.3340514446642156
q51,dificil,normalización de palabras: lematización frente a extracción de raíces,lematizacion|stemming,18.059,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.27727342735504823,0.3,0.5,0.3980847300545424
q52,dificil,distribución de la frecuencia de las palabras en un texto,ley_zipf|palabra_vacia,12.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q53,dificil,algoritmos supervisados para clasificar textos,aprendizaje_automatico|naive_bayes|svm,17.007,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.13120507751234178,0.1,0.3333333333333333,0.08514311764162098
q54,dificil,sistemas que recomiendan contenido según las preferencias del usuario,mineria_textos|sistema_recomendacion,16.009,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.7653606369886217,0.6,0.5,0.6843515475204855,0.5,1.0,0.5837154733670049
