query_id,tipo,query,relevant_source_ids,latencia_ms,rr,precision@1,recall_articulo@1,ndcg@1,precision@3,recall_articulo@3,ndcg@3,precision@5,recall_articulo@5,ndcg@5,precision@10,recall_articulo@10,ndcg@10
q15,semantica,"identificar nombres de personas, lugares y organizaciones en un documento",ner,23.259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.7227265726449519,0.4,1.0,0.5423640154200349
q16,semantica,medir el parecido de dos textos por el ángulo entre sus representaciones,similitud_coseno,27.632,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.7653606369886217,0.6,1.0,0.6843515475204855,0.3,1.0,0.6843515475204855
q17,semantica,determinar si una reseña expresa una opinión favorable o desfavorable,analisis_sentimiento,21.253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.7967610662472993
q18,semantica,sistema que localiza páginas web pertinentes para lo que pide el usuario,motor_busqueda,27.118,0.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.5307212739772434,0.8,1.0,0.6608397947263839,0.7,1.0,0.6352557412688555
q19,semantica,asignar probabilidad a la siguiente palabra de una secuencia,modelo_lenguaje|ngrama,22.826,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.7653606369886217,0.8,1.0,0.830419897363192,0.5,1.0,0.6172839611614819
q20,semantica,hacer que una máquina aprenda a partir de ejemplos en lugar de reglas fijas,aprendizaje_automatico,27.683,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.23463936301137822,0.6,1.0,0.4468535299918563,0.4,1.0,0.3683756341388872
q21,semantica,estructura de cómputo inspirada en las neuronas del cerebro,red_neuronal,23.687,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.46927872602275644,0.6,1.0,0.6164336326286644,0.6,1.0,0.615406227586239
q22,semantica,buscar por el significado de la consulta y no por coincidencia exacta de palabras,busqueda_semantica,25.297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.7909506325094737
q23,dificil,diferencia entre recuperación por palabras clave y búsqueda semántica,busqueda_semantica|recuperacion_informacion,22.059,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.7,1.0,0.800693766409882
q24,dificil,cómo se relacionan el mecanismo de atención y la arquitectura transformador,atencion|transformador,22.646,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9363792118010483
q25,dificil,papel de los n-gramas en los modelos de lenguaje,modelo_lenguaje|ngrama,26.705,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.7909506325094737
q26,dificil,métricas para evaluar la calidad de un sistema de recuperación,precision_exhaustividad|recuperacion_informacion,22.534,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.7653606369886217,0.8,1.0,0.830419897363192,0.6,1.0,0.6816808362189438
q27,dificil,relación entre los embeddings de palabras y word2vec,word2vec|word_embedding,22.899,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.9,1.0,0.933745776545611
q28,dificil,modelo de bolsa de palabras usado por tf-idf y BM25,bm25|tfidf,23.905,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6,1.0,0.7227265726449519,0.5,1.0,0.6168295842361274
q29,dificil,uso de redes neuronales en la traducción automática,red_neuronal|traduccion_automatica,19.625,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.9,1.0,0.9266360779006401
q30,dificil,subtareas del procesamiento de lenguaje natural como el reconocimiento de entidades y el análisis de sentimiento,analisis_sentimiento|ner|pln,25.131,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.7039180890341347,0.8,0.6666666666666666,0.7860137352654724,0.7,0.6666666666666666,0.7133080652109929
q31,dificil,vectorizar documentos para compararlos en un espacio vectorial,modelo_espacio_vectorial|similitud_coseno|tfidf,22.358,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.8,0.3333333333333333,0.8539316501572937,0.7,0.6666666666666666,0.7682269253321375
q32,dificil,cómo un motor de búsqueda indexa grandes colecciones de documentos,indice_invertido|motor_busqueda,27.698,0.5,0.0,0.0,0.0,0.6666666666666666,0.5,0.5307212739772434,0.4,0.5,0.38356636737133565,0.5,1.0,0.46299204139243627
q33,dificil,aprender representaciones vectoriales de palabras con redes neuronales,red_neuronal|word2vec,26.661,0.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.5307212739772434,0.6,1.0,0.5296347172140421,0.8,1.0,0.6947651160602989
q34,lexica,lematización de palabras a su forma base,lematizacion,25.747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0
q35,lexica,etiquetado gramatical de las partes de la oración,etiquetado_gramatical,24.951,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.46927872602275644,0.4,1.0,0.4703652827859579,0.2,1.0,0.35079429740281753
q36,lexica,minería de textos para extraer información,mineria_textos,22.522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q37,lexica,propagación hacia atrás para entrenar redes neuronales,retropropagacion,23.513,0.5,0.0,0.0,0.0,0.3333333333333333,1.0,0.2960819109658652,0.2,1.0,0.21398626473452756,0.1,1.0,0.13886244387355454
q38,lexica,máquina de vectores de soporte,svm,20.502,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.7653606369886217,0.6,1.0,0.6992148198508501,0.5,1.0,0.6015720654566381
q39,lexica,modelo oculto de Márkov,hmm,22.017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.7183627972686238
q40,lexica,lingüística computacional,linguistica_computacional,20.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9305687780632227
q41,semantica,reducir una palabra a su raíz recortando los sufijos,stemming,24.303,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6131471927654584,0.2,1.0,0.6131471927654584,0.1,1.0,0.6131471927654584
q42,semantica,palabras muy frecuentes que se descartan al construir el índice,palabra_vacia,23.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q43,semantica,clasificador probabilístico que supone independencia entre los atributos,naive_bayes,23.868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8687949224876582,0.6,1.0,0.6936634693435663
q44,semantica,agrupar datos sin etiquetas en conjuntos de elementos parecidos,analisis_grupos,23.167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9363792118010483
q45,semantica,convertir la voz hablada en texto escrito automáticamente,reconocimiento_habla,22.231,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.23463936301137822,0.4,1.0,0.30078518014914984,0.5,1.0,0.41320541532308547
q46,semantica,medida de la incertidumbre o cantidad de información de una fuente,entropia,30.854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.7227265726449519,0.5,1.0,0.6110191504983019
q47,semantica,red neuronal que procesa secuencias recordando estados anteriores,red_neuronal_recurrente,24.891,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.46927872602275644,0.2,1.0,0.3391602052736161,0.3,1.0,0.5058520011127917
q48,dificil,representar documentos como vectores para calcular su relevancia,modelo_espacio_vectorial|tfidf,22.85,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.8,0.5,0.8539316501572937,0.5,1.0,0.6325414799409712
q49,dificil,redes neuronales profundas con muchas capas ocultas,aprendizaje_profundo|perceptron_multicapa|red_neuronal,22.452,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.9,0.6666666666666666,0.9305687780632227
q50,dificil,modelos de lenguaje basados en la arquitectura transformador como BERT,bert|transformador,24.184,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.6,0.5,0.7227265726449519,0.4,0.5,0.5326208815196265
q51,dificil,normalización de palabras: lematización frente a extracción de raíces,lematizacion|stemming,25.465,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.7039180890341347,0.6,0.5,0.6548086577531307,0.3,0.5,0.6548086577531307
q52,dificil,distribución de la frecuencia de las palabras en un texto,ley_zipf|palabra_vacia,26.914,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5,0.23463936301137822,0.2,0.5,0.19519002499605084,0.1,0.5,0.19519002499605084
q53,dificil,algoritmos supervisados para clasificar textos,aprendizaje_automatico|naive_bayes|svm,29.355,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.2,0.3333333333333333,0.16958010263680806,0.1,0.3333333333333333,0.11004588314904008
q54,dificil,sistemas que recomiendan contenido según las preferencias del usuario,mineria_textos|sistema_recomendacion,32.402,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.7653606369886217,0.4,0.5,0.5531464700081437,0.4,0.5,0.501749354207772
